PERMNO,HdrCUSIP,Ticker,PERMCO,DlyCalDt,DlyPrc,DlyRet,DlyRetx
13407,30303M10,FB,54084,2013-11-08,47.530000,-0.000631,-0.000631
13407,30303M10,FB,54084,2013-11-11,46.200000,-0.027982,-0.027982
13407,30303M10,FB,54084,2013-11-12,46.605000,0.008766,0.008766
13407,30303M10,FB,54084,2013-11-13,48.710000,0.045167,0.045167
13407,30303M10,FB,54084,2013-11-14,48.990000,0.005748,0.005748
13407,30303M10,FB,54084,2013-11-15,49.010000,0.000408,0.000408
13407,30303M10,FB,54084,2013-11-18,45.830000,-0.064885,-0.064885
13407,30303M10,FB,54084,2013-11-19,46.360000,0.011564,0.011564
13407,30303M10,FB,54084,2013-11-20,46.430000,0.001510,0.001510
13407,30303M10,FB,54084,2013-11-21,46.700000,0.005815,0.005815
13407,30303M10,FB,54084,2013-11-22,46.230000,-0.010064,-0.010064
13407,30303M10,FB,54084,2013-11-25,44.820000,-0.030500,-0.030500
13407,30303M10,FB,54084,2013-11-26,45.890000,0.023873,0.023873
13407,30303M10,FB,54084,2013-11-27,46.490000,0.013075,0.013075
13407,30303M10,FB,54084,2013-11-29,47.010000,0.011185,0.011185
13407,30303M10,FB,54084,2013-12-02,47.060000,0.001064,0.001064
13407,30303M10,FB,54084,2013-12-03,46.730000,-0.007012,-0.007012
13407,30303M10,FB,54084,2013-12-04,48.620000,0.040445,0.040445
13407,30303M10,FB,54084,2013-12-05,48.340000,-0.005759,-0.005759
13407,30303M10,FB,54084,2013-12-06,47.940000,-0.008275,-0.008275
13407,30303M10,FB,54084,2013-12-09,48.840000,0.018773,0.018773
13407,30303M10,FB,54084,2013-12-10,50.245000,0.028767,0.028767
13407,30303M10,FB,54084,2013-12-11,49.380000,-0.017216,-0.017216
13407,30303M10,FB,54084,2013-12-12,51.830000,0.049615,0.049615
13407,30303M10,FB,54084,2013-12-13,53.320000,0.028748,0.028748
13407,30303M10,FB,54084,2013-12-16,53.810000,0.009190,0.009190
13407,30303M10,FB,54084,2013-12-17,54.860000,0.019513,0.019513
13407,30303M10,FB,54084,2013-12-18,55.570000,0.012942,0.012942
13407,30303M10,FB,54084,2013-12-19,55.050000,-0.009358,-0.009358
13407,30303M10,FB,54084,2013-12-20,55.120000,0.001272,0.001272
13407,30303M10,FB,54084,2013-12-23,57.770000,0.048077,0.048077
13407,30303M10,FB,54084,2013-12-24,57.960000,0.003289,0.003289
13407,30303M10,FB,54084,2013-12-26,57.730000,-0.003968,-0.003968
13407,30303M10,FB,54084,2013-12-27,55.440000,-0.039667,-0.039667
13407,30303M10,FB,54084,2013-12-30,53.710000,-0.031205,-0.031205
13407,30303M10,FB,54084,2013-12-31,54.649000,0.017483,0.017483
13407,30303M10,FB,54084,2014-01-02,54.710000,0.001116,0.001116
13407,30303M10,FB,54084,2014-01-03,54.557000,-0.002797,-0.002797
13407,30303M10,FB,54084,2014-01-06,57.200000,0.048445,0.048445
13407,30303M10,FB,54084,2014-01-07,57.920000,0.012587,0.012587
13407,30303M10,FB,54084,2014-01-08,58.230000,0.005352,0.005352
