datetime,SAB1,ACS
20250624,0.0029739776951673846,0.014270424545130167
20250625,-0.02038547071905117,0.010903974674639327
20250626,0.001513431706394286,0.010786360473208134
20250627,0.01567812618058184,0.012048192771084265
20250630,0.005765296633810868,0.006802721088435382
20250701,0.004437869822485174,-0.04054054054054068
20250702,0.04491899852724601,-0.0017605633802816323
20250703,0.013037350246652535,-0.0003527336860670305
20250704,-0.0024347826086956736,-0.0056457304163726185
20250707,0.020571827057182857,0.0017743080198722172
20250708,0.01605739665186201,-0.004605030109812169
20250709,0.021183591123066448,0.00782918149466183
20250710,-0.009219624629568712,-0.007415254237288171
20250711,-0.026586905948820183,0.004268943436499528
20250714,0.00648685558211004,0.003542330853701703
20250715,-0.015603799185888723,-0.01411930815390039
20250716,-0.001722949689869191,0.0025062656641603454
20250717,0.00034518467380051376,0.03750000000000009
20250718,0.0003450655624568366,0.014802065404474929
20250721,-0.00396688513280441,0.0016960651289010809
20250722,0.008484848484848317,0.005756857433118823
20250723,0.007898351648351731,0.0092592592592593
20250724,0.007836456558773408,0.021684737281067568
20250725,0.001014198782961273,-0.01224489795918371
20250728,0.023640661938534313,0.0033057851239670644
20250729,0.027383701748597833,0.020593080724876422
20250730,0.0012845215157353262,-0.01049233252623094
20250731,0.038486209108402836,-0.015497553017944421
20250801,-0.0336627547869055,-0.026512013256006606
20250804,0.016299137104506256,0.012765957446808418
20250805,-0.00440251572327055,-0.005042016806722671
20250806,0.020214782059380987,0.013513513513513375
20250807,0.010835913312693624,0.021666666666666723
20250808,0.015007656967840788,0.01631321370309946
20250811,0.004375377187688656,0.015248796147672605
20250812,0.014571128135796751,0.014229249011857847
20250813,0.010512289013917764,0.003117692907248504
20250814,0.009377289377289433,0.014763014763014892
20250815,0.0018870663376397978,0.003062787136294043
20250818,-0.00695450594030711,0.004580152671755711
20250819,0.0026262036766850905,-0.0022796352583585033
20250820,-0.008149010477299212,-0.0007616146230009502
20250821,0.0036678403755869837,0.004573170731707599
20250822,0.0016079520537932712,0.011380880121396153
20250825,-0.0064214827787507645,-0.02175543885971498
20250826,-0.004112808460634443,-0.0038343558282208923
20250827,-0.036578171091445455,-0.008468052347959887
20250828,-0.0009185548071035665,0.009316770186335255
20250829,-0.007661661048115165,-0.004615384615384577
20250901,0.004014823965410752,-0.0015455950540959051
20250902,-0.019686250384497117,-0.015479876160990558
20250903,0.009413241292751895,0.007075471698113178
20250904,0.008392912651538742,0.014832162373145996
20250905,-0.00801479654747228,-0.002307692307692344
20250908,0.009944064636420169,0.020817270624518214
20250909,0.0135384615384615,-0.003776435045317217
20250910,0.0185185185185186,0.03335860500379084
20250911,-0.0008941877794337305,0.011005135730007387
20250912,0.005220763723150279,-0.0014513788098694524
20250915,-0.008161448286095774,0.011627906976744207
20250916,-0.025134649910233398,-0.015804597701149392
20250917,-0.01856967464702275,-0.00583941605839422
20250918,0.009538702111024477,0.014684287812041008
20250919,0.030204460966542612,-0.0014471780028942893
20250922,-0.035333032626672645,-0.011594202898550732
20250923,0.014650872817955074,-0.0014662756598241566
20250924,0.012596006144393268,-0.019089574155653377
20250925,-0.013349514563106846,-0.018712574850299424
20250926,0.023985239852398532,0.019069412662090057
20250929,-0.008108108108108136,0.0007485029940119681
20250930,0.0051468362095064,0.02169035153328358
20251001,-0.008734939759036164,-0.0014641288433381305
20251002,0.0030385900941962696,0.024193548387096753
20251003,0.009239624356255582,0.0028632784538296097
20251006,-0.007654209815398438,0.010706638115631772
20251007,-0.007864488808227543,-0.004237288135593209
20251008,0.013414634146341475,0.007092198581560183
20251009,-0.02000601684717207,0.005633802816901401
20251010,-0.02701458173445881,0.0028011204481790397
20251013,0.012147026344849321,0.005586592178770999
20251014,0.01122194513715713,0.002777777777777768
20251015,-0.0009247842170160281,-0.026315789473684292
20251016,-0.001234186979327423,0.022759601706970223
20251017,-0.0691998764287921,-0.02364394993045904
20251020,0.04613342183869906,0.014245014245014342
20251021,-0.006027918781725927,-0.014044943820224698
20251022,-0.00223428024257899,-0.0035612535612535856
20251023,-0.007357645553422776,0.014295925661186537
20251024,-0.005478569126651789,0.014799154334038
20251027,0.015230071289695557,0.01388888888888884
20251028,0.020268113629109408,-0.003424657534246589
20251029,0.0001564210855624637,-0.0020618556701031965
20251030,0.0009383797309978625,0.0
20251031,0.010312499999999947,-0.017906336088154284
20251103,0.015001546551190792,0.028751753155680237
20251104,0.0033521255523389915,-0.0047716428084525475
20251105,-0.004100227790432842,0.010273972602739656
20251106,0.01128392802683753,0.014237288135593218
20251107,-0.02382388419782866,0.008021390374331583
20251110,0.01977139326536914,0.02984084880636595
20251111,0.023023326264768107,0.003863490019317517
20251112,0.01717500740302058,0.011545862732520673
20251113,-0.051528384279476036,-0.017121116043119722
20251114,-0.024708410067526,0.003870967741935516
20251117,-0.007238394964594885,-0.004498714652956259
20251118,-0.0201299730543667,-0.008392511297611427
20251119,0.007279197670656767,0.0032552083333332593
20251120,0.00674482094106299,0.018818948734588004
20251121,-0.013877811453182232,-0.08343949044585985
20251124,0.01569071497897112,0.05350938151494078
20251125,-0.0023889154323936124,0.03562005277044866
20251126,0.01724137931034475,0.019108280254777066
20251127,-0.005335844318895111,-0.005624999999999991
20251128,-0.008204480908804102,0.0006285355122563896
20251201,0.01018135539293663,-0.025125628140703515
20251202,0.0025196850393700565,0.03479381443298979
20251203,0.013195098963242335,0.016189290161892966
20251204,0.01798449612403097,0.0030637254901961786
20251205,-0.007614986293024595,-0.007330482590103826
20251208,0.008287292817679592,0.025230769230769168
20251209,0.011567732115677298,0.01740696278511411
20251210,-0.010231718326813022,0.015929203539822856
20251211,0.011857707509881354,-0.004065040650406471
20251212,-0.01262019230769229,-0.011661807580174877
20251215,0.017954960438222756,0.02418879056047185
20251216,-0.0001494768310912331,-0.01612903225806439
20251217,0.004634474510390119,-0.026346604215456648
20251218,0.002083333333333437,0.0240529164161154
20251219,0.012325512325512378,0.0035231943628890594
20251222,-0.009828370250843488,-0.008191925102399078
20251223,-0.010666666666666713,-0.005309734513274322
20251224,0.002994908655286066,-0.0011862396204032066
20251229,-0.004180352343983396,0.0017814726840854611
20251230,0.013343328335832183,0.014226437462951935
20251231,-0.004290575528924423,-0.008182349503214503
20260102,0.020505200594353568,0.011196228638774341
20260105,0.0008736167734419986,0.01689976689976702
20260106,-0.009892347977887628,0.017191977077363862
20260107,-0.032177490449603385,0.040000000000000036
20260108,0.007438894792773709,0.0016251354279523955
20260109,-0.006027727546714878,-0.009194159004867641
20260112,0.008793208004851394,0.016921397379912717
20260113,0.0006011421701233033,0.006977992485238671
20260114,-0.021027335536197178,-0.0010660980810234255
20260115,-0.0006136851795028875,0.014941302027748016
20260116,-0.004912496162112423,0.01577287066246047
20260119,-0.009564949089787111,-0.006728778467908869
20260120,-0.01869158878504673,-0.02240750390828561
20260121,0.020000000000000018,-0.011727078891257903
20260122,0.005291005291005346,0.029126213592232997
20260123,-0.0133126934984521,-0.011530398322851187
20260126,0.015374960778161473,0.013785790031813239
20260127,0.019159456118664986,0.0036610878661089696
20260128,-0.030018192844148084,-0.02084418968212609
20260129,-0.008440137542982118,0.001064395955295394
20260130,0.04224464060529631,0.004784688995215447
20260202,0.02434966727162724,0.014814814814814836
20260203,0.0035434814705448403,0.004692387904066564
20260204,-0.0016183610416360406,-0.0321743642968344
20260205,-0.03625110521662245,0.009115281501340444
20260206,-0.049235474006116164,0.028161530286928915
20260209,0.055805725313605725,0.032558139534883734
20260210,-0.004722010662604803,-0.020020020020020013
20260211,-0.003979185797367557,0.017364657814095796
20260212,-0.01306084818684694,-0.020582329317269
20260213,-0.02257512066012779,0.008200922603792904
20260216,0.011150047785919215,0.042196237925775426
20260217,0.009766855702583621,-0.004390243902439028
20260218,0.016224648985959433,0.03576678098971109
20260219,-0.011053116364752813,-0.011825922421948909
20260220,0.018317292766221627,0.016754427955959716
20260223,0.021036585365853844,-0.0014124293785311437
20260224,-0.03060615108987763,0.02310231023102305
20260225,0.013091021099645772,0.007373271889400845
20260226,-0.0019762845849802257,0.005489478499542733
20260227,-0.01721249047981732,-0.0018198362147406888
20260302,-0.03037817730936143,-0.005013673655423823
20260303,-0.03452685421994883,-0.03618873110398535
20260304,0.011589403973510048,0.02186311787072248
20260305,-0.01636661211129309,-0.028837209302325584
20260306,-0.0016638935108153063,-0.01819923371647514
20260309,0.010000000000000009,0.013658536585365866
20260310,0.041254125412541365,0.03561116458132818
20260311,0.00602218700475432,-0.006505576208178376
20260312,-0.0428481411468179,-0.012160898035547318
20260313,-0.004443712969058433,-0.018939393939393923
20260316,0.0038022813688212143,0.01833976833976836
20260317,-0.0037878787878787845,0.019905213270142053
20260318,0.014382542569019607,0.014869888475836479
20260319,-0.012385919165580295,-0.03663003663003661
20260320,-0.013696369636963635,-0.01615969581749055
20260323,0.01656349339133323,0.020289855072463725
20260324,0.0026333113890717463,0.00047348484848486194
20260325,0.024950755088640975,0.014197823000473342
20260326,-0.021780909673286386,-0.02379841343910416
20260327,-0.004584151931892544,-0.017208413001912004
20260330,0.00032894736842092875,-0.0019455252918287869
20260331,0.002630713581058819,0.021442495126705596
20260401,0.024598228927517285,0.07251908396946583
20260402,-0.020486555697823317,-0.015124555160142328
